Mouse symbol	FC.old	log2FC.old	fdr.old	log10.old	significant.level.old	FC.new	log2FC.new	fdr.new	log10.new	significant.level.new	grouping
Vip	1.24379397073537	0.314747528864766	0.00962728998315024	2.016495946624089	3	1.28343105753484	0.360005800296671	0.0109594577095961	1.960210934862297	2	both
Klhl33	-1.37629687025964	-0.460791696098261	0.033749296545177	1.4717352749731576	2	-1.45516342114173	-0.541181183120803	0.0460335421700913	1.3369256059068702	2	both
St8sia2	1.80191635622912	0.849532043751802	1.89629567920795e-5	4.722093944510283	3	1.84900827676529	0.88675168273103	0.00236399616590511	2.626353232159481	3	both
Tpcn2	-1.95456791060399	-0.966849711303873	3.20442791965055e-4	3.494249492983049	3	-1.86827042589583	-0.901703295444579	0.0212112615657293	1.673433500519684	2	both
Adamtsl5	-1.59941457198735	-0.677543937210342	6.95381441671661e-4	3.1577769039420036	3	-1.66839130250739	-0.738457696444215	5.7605970976766e-4	3.239532498731942	3	both
Chrnb3	-2.5357008922447	-1.34238457721033	0.00202624445304952	2.693308161045727	3	-3.21098082226384	-1.68301404852445	3.99875257303856e-6	5.3980754674564855	3	both
Hcrtr1	-1.91212896511255	-0.935179830355164	0.00265345087067484	2.576188949034159	3	-1.83122143550582	-0.872806255684782	0.0282911957569065	1.5483486962456803	2	both
Dmxl2	1.08036031015174	0.111512544775284	0.365837822998741	0.43671139598787895	0	-1.20442798925433	-0.268348139818561	0.00102698200942219	2.9884371642674776	3	new
Herc6	1.07931548462229	0.110116627173974	0.695105145320996	0.15794949673529696	0	-1.2456890847486	-0.316944026736825	0.0378988210045442	1.42137430030066	2	new
Zcchc12	1.11696963780081	0.159589970074101	0.242726694339982	0.6148824586617354	0	1.30771058897863	0.387043291566776	0.00208956505992752	2.679944102276929	3	new
Slc6a1	-1.08818953722856	-0.121929862290932	0.222765747024839	0.6521515864862676	0	-1.16476195392912	-0.220035136873298	0.00288023064983697	2.540572732400311	3	new
Cdh13	1.16391287731638	0.218983071847833	0.132538322031428	0.8776585319877506	0	1.32898160033025	0.410321130726915	0.0345738540761771	1.4612522053369539	2	new
Kndc1	-1.1594929222739	-0.213494013574683	0.0668004474282263	1.175220628617883	1	-1.2043810300824	-0.268291889809593	0.023508011033759	1.6287841141164134	2	new
Erich3	1.03434158824854	0.0487127101103936	0.896474621795957	0.047462000323750204	0	-1.27054643345543	-0.345449101162048	0.0460335421700913	1.3369256059068702	2	new
Dtl	1.28179640375333	0.358167127306492	0.0812728748310746	1.0900543778601863	1	1.49088758671218	0.57617148216405	0.00236399616590511	2.626353232159481	3	new
Clcc1	-1.13793284925799	-0.186415425042682	0.169476920622117	0.7708894356845718	0	-1.21549400891689	-0.28154278244341	0.046434440669034	1.333159781424554	2	new
Sh3bgrl3	-1.03614439976883	-0.0512250747555295	0.848567211665193	0.07131375322929474	0	1.1792725500965	0.237897188403102	0.00481106606733731	2.3177586791641542	3	new
Baalc	1.0567969359321	0.079698188765924	0.299707434562773	0.523302483782615	0	1.12146632415819	0.165386299247713	3.6867312997263e-4	3.4333585139530363	3	new
Ypel1	1.17411003281515	0.231567618293041	0.269152361101806	0.5700018060433968	0	1.24017279771828	0.310541150485457	0.0177523935504617	1.7507430828524713	2	new
Ergic3	-1.00330985622508	-0.00476722808716089	0.987597049170407	0.005420216361534854	0	1.1855862525748	0.245600624131938	0.0399441195321194	1.3985471473319224	2	new
Utrn	-1.02428147574714	-0.0346122269227662	0.921956194509261	0.035289713365957445	0	-1.1969617844054	-0.259377091856249	0.0231937298456295	1.6346294056905186	2	new
4930453N24Rik	1.13282079766435	0.179919657478985	0.34525691984422	0.4618576082741865	0	1.27676248958513	0.352490171894972	0.00156774855412642	2.804723591085355	3	new
Pdxp	-1.02995602845551	-0.0425827462596547	0.814043523787507	0.08935237442845934	0	1.09446395615952	0.130224443211265	0.00784856459451975	2.1052097630867137	3	new
Pclo	-1.00364688176318	-0.00525176775643971	0.98302930448342	0.0074335354885689715	0	-1.12889210894461	-0.174907610709278	0.0136530387897625	1.8647706758945133	2	new
Ly6h	1.0272659654107	0.0388097525448545	0.851271990412533	0.06993165605835028	0	1.28126046181249	0.357563784632428	0.00587403333190404	2.231063593424229	3	new
Zfp57	1.33939976818156	0.421586623466321	0.0755314616827002	1.121872110767037	1	1.56082327289457	0.642307194745423	0.00132675421180593	2.8772095250204757	3	new
Ablim3	1.08139747172175	0.11289688855424	0.522204967201546	0.2821590014943801	0	1.1686468123223	0.224838985387021	0.0378988210045442	1.42137430030066	2	new
Kcnc1	-1.11107998001134	-0.151962671463846	0.11143299400214	0.9529862006208646	0	-1.1811411888299	-0.240181428960272	0.0316744109202893	1.4992914533647022	2	new
Xpot	1.04527285821039	0.0638795928354786	0.884188991108624	0.053454896725485986	0	1.24233291719646	0.313051835094711	0.0317747568218514	1.49791776449802	2	new
Hsph1	1.12895764468201	0.174991361262862	0.202871228014409	0.6927795419297634	0	1.25448637217261	0.327096798442761	0.0276976142128609	1.5575576381129135	2	new
Hsbp1	1.07211348229766	0.100457621917826	0.366596765979742	0.4358113705886072	0	1.1303318118878	0.176746341751834	0.0321704003356207	1.4925435346072258	2	new
Kctd4	1.14451497533269	0.194736339867713	0.356948294289626	0.4473946890166997	0	1.31951732314814	0.400010291062713	0.0231937298456295	1.6346294056905186	2	new
Gm13889	1.08844022004256	0.122262173151779	0.809405596217724	0.09183379722876747	0	1.39008508859094	0.475173194553877	0.0364418041132014	1.4384001306833114	2	new
Pitpnc1	-1.15483463092917	-0.207686276559629	0.122730393026323	0.9110478750145066	0	-1.17551662045809	-0.233294937189968	0.0378988210045442	1.42137430030066	2	new
Col23a1	1.15035124291752	0.202074434252352	0.504148165562568	0.2974418087336999	0	1.50605093947069	0.590770567406195	0.00948147101869506	2.0231242780900622	3	new
Kif1a	-1.00804781564352	-0.0115640731192649	0.969551133213258	0.013429281699494595	0	-1.12224932078574	-0.166393223097445	0.030351879931708	1.517814404467399	2	new
Lamb1	1.27269680151309	0.347888762480725	0.112568802658645	0.948581953272331	0	1.5174589220272101	0.601657462912755	0.00409461168172232	2.3877872788807997	3	new
Lrrc47	1.00707762574544	0.0101748908539111	0.979600919211198	0.008950816025719092	0	1.14221768987574	0.191837633340568	0.030351879931708	1.517814404467399	2	new
Cyp26b1	1.22825378167857	0.296608681018933	0.354403616330218	0.45050185522673225	0	2.12169124563843	1.08521472656586	0.0318089314705177	1.4974509195204941	2	new
Kcnt2	1.04080544887536	0.0577004200554479	0.847202945557748	0.07201254294158622	0	-1.2906198583243	-0.368064129018434	0.0378988210045442	1.42137430030066	2	new
Rtn4rl2	-1.04465911236381	-0.0630322464843646	0.860189795949193	0.06540571359457899	0	1.25711672647932	0.330118613874897	0.0142995136205474	1.8446787342485553	2	new
Fosb	1.0850842780503	0.117807100552962	0.762280103495802	0.11788541573403656	0	1.51906062976417	0.603179452798846	2.7286190628891e-4	3.5640570910919123	3	new
Pcgf5	1.01800311688911	0.0257419786175187	0.96801629658374	0.01411733126927501	0	-1.30050447932506	-0.379071368361208	0.00288023064983697	2.540572732400311	3	new
Pnrc1	1.0779888806775	0.108342296945564	0.68931235723279	0.1615839358828507	0	1.19787243836433	0.260474283470886	0.0460335421700913	1.3369256059068702	2	new
Lypd1	1.15693732489658	0.210310711022723	0.247918654462896	0.6056907938231668	0	1.44800655099679	0.53406812940262	7.54467262491648e-4	3.122359600192816	3	new
Fkbp1a	1.02209962836736	0.0315358287081691	0.82280752007134506	0.08470174771313746	0	1.14272414270177	0.19247717434079	0.00353276775235331	2.4518849125755606	3	new
Fat1	1.00071820198639	0.00103577454097389	0.998680334700454	5.735018560865771e-4	0	1.31262895551431	0.392459163229836	3.43383225204755e-4	3.4642209246059514	3	new
Grcc10	1.02918854710322	0.0415073078418375	0.866789396231339	0.06208641021145485	0	1.19028981160177	0.251312883496144	0.0133536192020462	1.8744010124673736	2	new
Arrdc2	-1.30476223086347	-0.383786925869819	0.589876008340342	0.22923926726073893	0	-1.88285702242507	-0.912923450897476	0.00158368672789418	2.8003307228742984	3	new
Crhbp	-1.32107219437092	-0.40170930959377	0.0533694251976539	1.272707474633763	1	-1.50828073877301	-0.592904984800019	0.0174390592791955	1.7584769460590408	2	new
Arpp21	1.10274718745752	0.141102080859739	0.376589243277763	0.42413208913037037	0	1.21968727668763	0.286511293521423	1.64752918987508e-4	3.7831668821121784	3	new
Ccdc3	1.16106799871919	0.215452467071896	0.482601745798193	0.31641111137636196	0	1.68464610467143	0.752445554814249	0.00601157193887825	2.221011951438708	3	new
Lrpap1	1.06461835816983	0.0903363492759268	0.499164946751737	0.30175592005400653	0	1.17927925408676	0.237905389888	0.00659274997317141	2.180933394350485	3	new
Itga3	1.0136725460477	0.019591683417305	0.972388532917947	0.012160171301165229	0	-1.25819643483718	-0.331357179325201	0.0212112615657293	1.673433500519684	2	new
Rfxap	1.06196822592607	0.086740601373093	0.846242090889282	0.07250537727187224	0	1.37836455117976	0.462957503878937	0.00587403333190404	2.231063593424229	3	new
